sn,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23
1155,3,1,1,3,2,5,4,2,3,4,3,3,2,4,4,4,4,4,1,4,3,2,3
1156,2,1,1,2,5,5,5,2,5,4,3,5,5,5,5,3,5,5,3,5,5,3,4
1157,3,1,2,2,2,2,4,2,3,2,2,4,3,2,3,4,2,3,2,5,4,4,4
1158,2,1,5,2,3,1,2,1,1,1,1,1,1,2,3,2,1,1,4,5,3,4,4
1159,2,1,3,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,3,5,2,4,4
1160,2,4,2,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,4,4
1161,3,2,3,3,3,1,2,2,3,1,2,3,2,4,2,3,2,3,3,4,3,3,4
1162,2,1,3,2,2,1,3,2,3,1,2,3,3,2,2,3,2,3,3,3,3,4,3
1163,2,2,3,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,3,2,2,4,4
1164,3,1,1,3,4,2,4,2,1,2,2,4,2,4,4,4,3,3,2,4,4,2,4
1165,2,1,3,4,2,2,3,2,1,2,2,3,3,3,2,4,2,2,3,3,3,2,1
1166,2,1,2,3,4,2,3,1,1,3,1,4,2,3,3,2,3,1,5,4,2,3,4
1167,2,1,1,2,3,1,2,2,1,2,2,2,2,1,2,2,1,1,1,4,2,3,4
1168,3,1,3,2,3,3,2,1,1,3,1,3,3,4,3,4,2,3,2,5,4,2,4
1169,2,1,2,2,2,1,3,2,3,4,2,3,2,3,3,3,2,3,2,4,3,3,3
1170,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3
1171,3,1,2,4,4,2,2,2,5,1,2,4,2,4,3,3,4,3,1,5,2,1,1
1172,2,2,3,3,2,3,3,2,4,2,2,3,2,2,3,2,2,2,3,3,3,3,4
1173,4,2,1,5,3,5,5,5,3,3,4,3,3,5,3,5,5,5,1,5,5,4,3
1174,5,1,1,3,5,5,5,4,3,4,5,5,5,4,5,5,5,5,1,5,5,5,5
1175,3,1,2,3,2,2,2,2,4,2,2,4,4,4,4,4,4,4,1,3,3,1,3
1176,3,2,3,3,4,1,2,2,3,2,2,3,3,3,2,3,2,2,3,5,4,2,3
1177,2,2,4,3,3,1,2,3,4,2,3,3,3,3,3,2,3,3,3,4,3,2,4
1178,2,3,3,4,2,2,2,2,4,2,2,2,1,1,2,2,2,1,2,4,2,4,3
1179,1,3,3,2,2,2,2,1,3,2,1,3,3,3,3,3,2,2,3,4,3,3,2
1180,2,2,3,2,4,4,2,3,2,2,3,3,3,3,4,3,3,2,2,2,2,2,4
1181,3,1,1,3,5,2,5,2,1,2,2,4,3,3,2,4,3,3,3,4,5,2,2
1182,1,1,2,2,2,1,2,2,3,3,2,3,2,3,3,3,2,1,3,3,3,2,4
1183,3,2,2,3,2,1,2,2,3,3,2,3,2,2,2,3,2,2,2,5,4,2,4
1184,3,1,2,2,4,2,4,3,2,2,3,3,3,4,3,3,3,2,5,3,3,4,2
1185,3,1,2,3,2,2,2,3,4,3,3,4,3,3,4,3,2,3,3,4,3,4,4
1186,3,2,2,2,3,2,3,2,3,2,2,3,2,3,2,3,2,1,2,2,2,2,3
1187,3,2,3,2,3,2,2,3,3,3,3,3,3,3,4,3,4,3,3,5,4,4,3
1188,3,2,3,2,2,2,3,2,4,2,2,3,3,3,2,3,2,2,2,3,3,3,4
1189,2,4,4,2,1,2,2,1,4,2,1,1,1,1,2,2,2,2,2,2,2,5,1
1190,3,1,2,4,5,2,4,3,2,2,3,4,3,4,2,4,3,3,1,4,4,5,2
1191,2,1,2,3,4,4,3,2,1,4,2,4,2,3,3,3,2,3,2,4,4,4,4
1192,2,2,3,1,2,1,2,1,2,2,2,2,3,4,1,2,1,3,4,4,3,4,4
1193,2,1,4,3,3,1,3,1,4,3,1,3,2,3,2,3,2,3,2,3,2,2,5
1194,3,2,3,2,3,2,3,2,2,2,2,3,2,3,3,3,2,3,2,4,4,4,3
1195,3,1,2,5,4,2,3,2,1,3,2,4,2,3,2,4,2,3,2,4,4,1,3
1196,1,4,4,1,1,4,1,3,3,1,3,1,2,4,4,3,4,1,4,4,4,2,3
1197,2,1,3,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3,2,3,3
1198,2,2,3,2,1,1,1,2,4,2,2,2,2,2,2,2,1,2,4,4,3,3,4
1199,2,3,3,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,4,2,3,4
1200,2,2,3,3,3,1,2,2,3,2,1,3,2,2,2,2,1,2,2,4,3,3,5
1201,3,2,4,3,3,4,2,2,4,3,2,3,2,3,2,4,2,4,1,4,2,2,4
1202,2,2,2,2,3,2,2,2,4,2,2,3,1,2,1,2,2,2,3,5,3,3,4
1203,3,5,5,3,4,2,3,3,2,2,3,4,4,4,2,3,3,4,1,5,4,2,4
1204,3,2,4,3,3,1,2,2,3,2,1,3,3,1,3,3,2,2,1,5,2,3,3
1205,4,1,1,4,4,4,5,4,5,2,3,5,5,5,4,4,4,5,1,5,4,3,4
1206,3,1,2,3,4,1,2,3,2,3,3,4,3,4,3,3,3,3,4,4,4,2,4
1207,1,1,3,1,2,2,2,1,2,3,1,3,2,3,2,2,2,2,2,3,2,2,4
1208,1,1,5,2,2,1,3,1,1,2,1,3,2,1,2,1,1,1,4,5,2,3,5
1209,2,2,3,2,3,3,3,2,1,3,2,3,3,3,3,3,2,3,1,2,2,1,2
1210,3,4,4,1,2,2,2,1,4,2,2,3,2,2,3,3,2,2,3,5,4,3,5
1211,3,2,2,5,3,2,4,5,1,2,4,5,4,2,4,4,4,3,2,3,4,2,5
1212,2,2,3,4,2,1,3,2,5,2,2,2,2,2,2,2,2,1,4,4,4,5,5
1213,3,1,3,3,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,3,1,3
1214,2,1,4,3,2,2,2,2,5,2,2,3,1,2,2,2,2,2,3,4,2,3,4
1215,3,5,4,4,3,5,5,4,3,4,4,5,4,3,4,5,4,3,3,4,4,3,5
1216,3,2,2,2,3,4,4,3,4,2,3,4,3,4,3,2,3,4,2,4,4,1,2
1217,2,1,3,3,3,2,4,4,2,2,4,4,3,2,2,3,4,3,3,2,3,4,4
1218,3,1,2,5,2,3,4,4,1,2,4,5,3,4,5,4,3,4,1,5,4,2,1
1219,1,2,4,3,2,1,2,4,1,2,2,2,1,1,2,3,2,2,3,4,3,4,3
1220,2,4,4,2,2,1,2,2,3,2,2,2,2,1,2,2,2,1,2,4,2,2,4
1221,3,1,2,3,4,2,2,2,1,2,2,3,2,2,2,3,2,3,1,5,4,1,5
1222,3,1,4,2,2,2,4,2,4,2,2,2,2,2,3,3,2,2,3,3,4,2,3
1223,3,1,2,5,3,3,3,2,4,3,2,5,2,3,3,3,2,4,2,5,4,2,3
1224,3,1,3,3,2,2,2,2,1,2,2,3,3,3,3,3,2,3,3,4,3,2,4
1225,2,1,4,2,2,1,1,1,2,2,1,2,2,2,3,2,2,2,3,4,3,2,4
1226,1,1,4,2,2,2,2,3,1,2,3,3,3,2,3,2,2,3,5,4,4,4,4
1227,3,1,2,3,4,2,4,4,1,2,3,3,2,2,4,3,3,2,2,5,4,2,4
1228,3,1,2,3,2,3,3,2,3,3,3,3,3,4,4,3,3,3,2,5,3,1,3
1229,2,1,2,3,5,2,5,3,5,1,3,4,2,5,3,3,3,3,2,4,3,5,5
1230,3,2,3,2,2,2,2,2,4,3,2,2,2,2,3,2,2,1,4,3,2,4,4
1231,2,1,3,2,2,1,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3
1232,2,3,2,2,2,3,3,2,4,1,2,3,3,3,2,2,2,4,2,4,3,3,4
1233,1,1,4,2,2,1,2,2,2,2,2,3,2,2,4,3,2,2,5,2,2,3,5
1234,3,2,3,4,3,5,4,3,4,4,3,4,3,3,4,3,3,3,1,4,4,3,4
1235,2,1,2,3,2,1,3,3,3,2,2,3,2,4,3,3,3,2,1,2,2,3,3
1236,2,4,4,2,3,2,2,1,5,1,1,2,1,2,2,1,1,1,5,2,2,5,5
1237,4,5,2,4,3,1,2,2,5,1,2,3,1,2,2,3,3,3,2,2,3,4,4
1238,3,2,1,5,3,1,3,2,2,1,3,4,2,5,3,3,3,3,1,5,2,2,1
1239,1,3,5,1,1,1,2,2,3,2,2,3,2,1,1,2,2,1,5,3,2,3,2
1240,3,1,3,3,3,2,2,3,4,2,3,4,1,4,3,3,3,2,3,3,2,3,4
1241,3,2,3,4,3,3,3,2,2,4,3,3,3,5,3,3,3,3,3,4,2,3,4
1242,2,2,3,2,2,1,2,2,4,3,2,3,2,3,4,3,3,2,3,3,2,4,4
1243,1,3,5,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,4,3,2,4,4
1244,2,2,3,4,3,1,4,4,4,3,3,5,3,2,3,3,5,2,1,4,3,3,1
1245,3,3,1,5,2,1,1,1,3,1,2,5,2,5,5,5,4,5,1,2,4,3,5
1246,2,1,2,2,4,2,4,2,1,2,2,3,3,3,3,4,2,3,2,4,3,2,2
1247,2,2,3,2,3,1,2,2,4,2,2,2,1,2,1,3,2,2,3,2,2,2,4
1248,3,1,1,3,2,5,5,5,1,3,5,5,4,5,5,4,5,5,1,3,3,2,3
1249,2,1,1,4,3,2,4,3,1,4,3,5,2,4,4,5,3,4,1,5,5,2,3
1250,3,1,1,3,2,2,2,2,2,2,2,4,2,2,2,3,2,2,1,5,5,3,2
1251,2,1,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,1,4,2,2,4
1252,3,1,1,4,3,4,5,3,2,2,2,4,4,4,2,5,4,3,2,5,5,4,4
1253,2,1,3,4,2,5,3,3,3,4,3,4,5,4,3,3,3,4,1,3,3,3,4
1254,2,2,3,2,2,1,1,1,4,3,1,2,2,3,2,2,2,2,3,2,3,3,4
1255,2,2,1,3,4,2,3,3,4,2,2,4,1,2,2,3,3,2,1,3,3,4,4
1256,2,1,2,3,2,2,4,2,1,1,2,3,2,3,4,3,2,2,2,5,4,4,4
1257,2,2,4,2,2,2,3,2,4,2,2,2,1,2,2,2,3,3,3,4,3,3,5
1258,3,1,2,4,3,2,4,3,2,4,3,5,3,5,2,4,3,4,3,5,3,4,4
1259,3,2,5,3,4,2,2,3,4,2,3,3,3,3,2,2,2,3,2,2,2,3,4
1260,3,1,2,3,2,4,5,3,1,3,4,3,3,3,3,4,2,2,1,4,3,2,4
1261,3,3,3,3,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,4,4,3,4
1262,2,2,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1263,1,1,1,3,3,2,1,2,4,2,2,3,2,3,2,3,2,1,2,4,4,2,3
1264,3,2,4,2,2,1,4,4,4,1,3,5,3,3,2,4,4,3,1,5,4,4,4
1265,3,1,1,4,4,2,2,2,1,3,2,4,3,3,2,3,2,3,1,5,4,1,4
1266,3,1,3,3,2,2,1,2,1,2,3,3,2,3,2,3,2,3,1,5,2,1,5
1267,2,1,2,3,3,1,4,3,4,2,4,3,3,3,2,3,4,4,2,2,2,4,4
1268,1,1,1,2,4,4,5,2,1,1,1,5,2,2,2,2,2,2,1,4,2,1,3
1269,2,2,3,2,2,1,1,2,4,1,2,2,1,2,2,2,2,1,4,2,2,4,4
1270,3,2,3,3,3,2,3,2,2,2,2,3,1,3,3,3,2,3,2,3,3,3,4
1271,1,1,2,1,1,1,1,1,3,2,3,4,3,4,3,4,3,4,3,4,4,4,4
1272,1,1,3,3,2,5,5,2,2,2,3,3,3,5,5,5,2,5,5,2,5,3,3
1273,3,1,2,3,3,2,3,2,4,2,2,3,2,3,3,3,2,3,2,2,3,2,4
1274,2,1,4,2,2,1,2,2,2,1,1,2,1,1,1,3,2,1,1,2,2,2,4
1275,2,1,4,3,2,1,2,3,1,2,2,3,3,3,3,2,3,2,2,5,3,3,3
1276,2,2,4,3,2,2,2,2,4,2,2,3,2,3,2,2,2,2,2,4,2,3,4
1277,2,2,2,2,3,1,2,3,1,1,3,4,2,4,2,4,3,2,1,4,2,4,4
1278,5,1,5,5,3,3,3,1,5,4,1,3,5,3,5,5,3,1,1,2,4,1,5
1279,3,2,1,4,3,3,4,3,1,3,5,4,3,3,4,4,3,4,1,4,3,1,3
1280,2,2,3,3,4,2,2,3,3,2,4,3,3,3,5,2,3,2,2,3,3,2,4
1281,3,1,4,1,2,2,2,2,2,2,2,3,2,3,3,4,2,2,2,4,3,2,3
1282,3,1,2,4,2,2,4,2,3,2,3,3,2,3,2,3,2,2,1,4,4,3,3
1283,3,1,1,4,4,2,3,2,4,3,2,2,1,2,2,3,3,2,1,5,5,3,3
1284,1,2,3,2,2,4,2,3,4,4,2,2,4,4,3,3,3,2,1,5,4,4,2
1285,4,1,2,4,4,2,4,2,2,5,5,1,1,1,5,4,3,1,5,5,2,3,5
1286,4,1,1,4,4,2,2,2,1,3,2,4,2,2,2,4,3,4,2,5,4,2,4
1287,3,1,1,5,4,2,2,2,1,2,2,5,1,3,1,5,2,3,1,5,3,2,5
1288,2,2,3,4,2,3,5,3,4,1,1,5,4,4,2,2,4,5,5,3,5,5,5
1289,3,2,3,4,4,4,4,3,2,4,3,4,4,4,4,4,4,4,2,4,4,3,4
1290,3,1,1,4,2,2,5,1,1,3,3,5,3,4,2,2,3,3,3,2,4,4,4
1291,2,1,2,3,3,3,3,2,1,3,2,3,3,3,3,3,3,2,2,3,3,2,3
1292,2,1,3,3,4,2,5,2,4,3,3,3,4,3,5,2,2,4,2,4,4,4,5
1293,3,1,2,3,4,1,2,3,5,5,2,4,2,2,3,3,3,3,4,5,4,4,4
1294,2,1,3,2,3,1,1,1,1,2,1,3,1,1,3,2,2,1,4,3,2,2,3
1295,2,1,4,2,3,2,1,1,5,3,1,3,1,2,4,3,2,1,5,4,2,3,2
1296,2,1,1,3,3,1,1,3,1,1,2,3,2,3,2,4,2,2,1,4,3,3,4
1297,2,1,1,4,4,4,4,1,3,4,4,3,4,2,5,4,4,3,2,4,5,2,2
1298,3,1,3,2,2,2,3,1,5,1,1,3,2,2,3,3,2,2,1,5,4,4,5
1299,2,1,1,3,5,1,3,2,1,3,2,3,2,4,3,5,3,4,2,3,3,2,3
1300,3,1,1,4,4,2,4,3,2,4,2,4,3,5,4,5,2,4,1,3,3,3,4
1301,3,3,1,2,1,1,3,2,1,1,3,2,2,1,2,3,3,1,1,4,2,3,3
1302,2,1,3,3,3,1,3,2,3,2,2,3,1,3,3,3,2,1,3,3,3,3,3
1303,4,1,2,4,5,2,2,5,2,2,3,3,2,3,3,4,4,4,1,4,4,3,4
1304,1,2,4,2,2,2,2,1,3,2,2,3,2,2,2,2,1,2,3,3,3,4,4
1305,3,2,3,3,2,2,3,2,4,3,3,3,2,3,2,3,3,2,2,4,4,3,3
1306,4,1,2,4,3,3,2,5,1,3,5,5,5,3,4,4,4,5,1,5,3,3,2
1307,2,4,3,2,2,3,4,2,4,2,2,3,3,4,4,3,2,3,2,4,4,4,4
1308,2,1,4,2,2,2,2,2,2,4,2,2,3,2,3,3,2,2,2,4,2,2,4
1309,2,4,4,3,2,2,3,2,4,3,2,2,2,3,3,2,2,2,1,5,3,4,4
1310,2,4,2,4,2,2,4,2,4,2,2,4,3,2,2,2,2,3,2,3,3,2,4
1311,3,1,2,3,5,2,3,3,4,3,2,3,2,3,2,3,2,3,1,3,3,2,4
1312,2,1,4,2,3,1,2,2,3,2,2,2,2,2,2,2,3,1,2,2,2,1,3
1313,1,1,3,2,2,2,2,2,2,4,2,2,3,2,2,3,2,2,2,3,3,2,3
1314,2,1,3,1,2,3,3,1,3,2,1,2,2,3,1,3,1,3,2,3,3,2,4
1315,3,1,3,2,3,2,2,3,3,2,3,2,2,2,3,3,3,2,4,2,2,4,5
1316,2,1,2,3,2,1,2,2,1,2,2,4,2,2,3,2,2,3,1,5,5,3,1
1317,2,2,3,3,3,2,4,2,3,2,2,3,4,4,2,2,2,3,1,4,4,3,2
1318,2,2,3,2,3,2,3,2,3,2,1,2,1,3,2,2,2,1,1,3,2,4,4
1319,2,2,3,1,1,1,2,2,4,2,2,3,2,2,2,2,2,3,1,4,2,4,4
1320,2,2,3,2,2,2,5,2,4,4,2,4,2,4,3,3,2,2,2,5,5,4,5
1321,2,2,4,2,2,1,1,1,4,2,1,3,2,1,2,3,1,2,1,5,3,3,4
1322,4,2,3,2,2,2,2,2,2,3,3,3,2,4,4,4,2,2,3,4,4,5,5
1323,2,1,2,2,1,2,2,2,1,3,2,3,3,3,2,4,3,3,2,4,4,3,3
1324,1,3,5,1,2,1,2,1,4,2,1,3,2,2,2,2,1,2,3,4,2,4,4
1325,2,1,2,2,1,2,2,1,1,1,1,3,2,2,3,3,2,1,3,4,3,1,4
1326,4,1,1,4,5,5,5,3,4,3,3,5,5,5,4,4,4,4,4,5,1,5,5
1327,4,1,1,2,2,4,4,5,2,4,5,5,5,5,5,4,5,5,1,5,4,2,3
1328,4,2,3,5,3,5,5,3,4,4,3,3,3,2,4,4,4,5,4,5,5,3,4
1329,2,1,2,3,2,2,3,2,1,2,2,3,3,3,4,3,3,4,1,5,3,5,5
1330,2,4,3,2,4,1,3,3,4,2,2,3,2,2,3,3,2,3,2,4,3,2,4
1331,2,1,3,3,2,2,2,2,1,2,2,3,2,3,3,2,2,2,2,4,2,2,3
1332,3,3,2,3,4,3,4,3,4,5,3,3,2,4,3,3,3,3,2,2,3,2,3
1333,3,2,1,4,3,2,4,4,4,1,3,3,2,2,4,4,3,5,1,4,4,3,5
1334,3,2,3,3,4,1,4,2,2,2,1,2,2,2,1,3,2,3,2,4,3,4,4
1335,2,2,3,2,2,1,2,2,4,3,3,2,1,2,3,4,1,1,2,4,4,4,4
1336,2,1,2,3,2,2,2,1,1,3,2,4,3,2,3,2,2,3,3,4,2,2,5
1337,2,1,2,1,2,4,2,1,3,2,1,2,2,4,4,3,2,2,2,5,4,2,1
1338,3,1,1,2,2,1,5,3,3,1,3,3,2,2,3,3,2,1,3,5,5,1,4
1339,3,1,2,3,3,2,4,2,4,2,2,4,3,3,2,3,2,3,2,4,4,2,2
1340,2,1,2,3,2,2,4,2,5,2,2,3,3,4,2,2,2,3,2,2,5,4,5
1341,2,1,1,2,2,3,5,2,2,4,3,2,3,3,4,2,3,3,1,5,4,4,5
1342,3,2,3,2,2,4,3,2,2,1,2,3,2,3,3,2,3,3,3,3,2,3,4
1343,3,1,1,4,3,2,2,3,1,2,4,3,3,5,4,4,2,3,1,5,4,2,5
1344,3,2,3,3,4,4,3,2,2,4,2,3,3,3,2,3,2,2,1,4,3,2,4
1345,2,3,2,2,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,2,3
1346,2,1,3,3,3,1,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2
1347,4,1,2,3,4,2,4,2,1,2,1,3,4,3,4,4,2,3,1,2,3,4,3
1348,3,2,2,3,2,2,4,3,2,3,2,3,3,4,2,3,3,4,2,2,2,4,4
1349,1,3,5,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,4,5
1350,2,1,1,3,3,2,5,3,3,2,3,3,2,4,1,2,2,1,1,5,3,2,3
1351,3,2,2,3,4,2,2,2,1,3,2,4,3,3,2,3,3,4,1,5,4,3,3
1352,2,1,3,2,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,3,3,2,4
1353,3,1,3,3,3,5,4,3,3,2,1,3,4,1,4,3,2,3,2,4,4,1,1
1354,3,2,2,3,4,2,3,3,3,2,3,4,2,3,2,3,3,3,1,4,3,3,2
1355,3,1,2,3,4,2,3,3,2,4,3,4,2,3,2,3,2,3,1,4,4,2,4
1356,4,1,1,4,5,5,3,1,5,5,5,5,5,5,5,5,5,5,1,5,5,1,3
1357,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,5,5,1,1
1358,2,1,2,1,1,1,2,2,1,3,2,2,2,2,2,3,2,2,1,3,2,3,4
1359,2,1,1,5,2,2,3,5,1,1,3,4,2,3,5,2,4,3,4,5,5,5,1
1360,2,2,3,4,2,3,3,2,2,3,2,3,2,3,3,3,3,2,2,4,3,3,4
1361,4,3,5,2,3,2,2,2,4,2,2,4,2,2,2,3,2,2,3,3,2,3,4
1362,3,1,2,4,2,3,4,3,2,2,3,4,3,3,4,3,3,2,1,4,4,1,3
1363,2,3,3,2,2,2,3,3,4,2,3,3,3,3,3,3,3,2,1,4,3,3,3
1364,2,1,2,5,4,2,4,3,2,5,3,4,4,3,4,2,2,4,1,4,4,2,2
1365,2,2,3,3,2,1,2,3,4,2,2,3,2,2,2,3,3,3,3,2,3,2,4
1366,3,2,2,2,3,2,2,3,4,2,3,3,3,3,3,3,3,3,2,4,4,2,3
1367,2,1,2,3,2,2,3,2,4,2,2,2,2,2,4,2,3,2,1,4,2,2,4
1368,3,1,4,3,2,2,3,2,2,3,2,2,2,2,4,3,2,2,2,4,4,4,4
1369,2,2,4,3,2,2,3,3,4,2,2,3,2,4,3,3,4,2,2,3,4,4,4
1370,3,1,2,3,3,2,4,3,2,2,3,4,3,4,4,4,3,4,2,3,4,3,3
1371,3,2,2,2,2,2,4,2,3,1,2,5,4,3,1,2,3,2,1,4,2,1,4
1372,3,1,2,3,2,2,3,3,3,3,2,3,2,4,2,3,3,2,2,5,4,5,3
1373,2,4,3,2,2,3,3,2,4,2,2,3,2,2,4,2,2,2,3,3,3,4,3
1374,2,1,1,3,3,1,3,2,4,2,2,2,3,5,2,3,2,5,3,5,5,3,4
1375,1,3,5,3,1,5,4,1,3,4,1,3,1,3,1,1,1,3,1,4,5,5,5
1376,2,4,2,4,4,2,5,3,5,2,2,4,2,4,2,4,4,5,1,5,5,3,4
1377,2,1,3,3,3,1,2,2,1,2,1,3,4,3,2,3,2,2,2,5,4,1,5
1378,1,1,1,4,4,1,5,4,5,2,3,4,2,5,4,5,3,2,2,4,3,2,4
1379,3,1,4,2,4,1,1,4,1,2,3,4,4,1,1,3,3,1,2,4,3,1,2
1380,2,4,3,3,4,2,4,3,2,2,3,3,2,2,2,2,3,3,4,4,3,2,3
1381,2,1,3,2,3,2,2,2,2,2,2,2,3,3,3,2,3,2,2,3,3,4,4
1382,1,2,4,3,4,2,3,3,3,2,2,4,3,2,2,2,2,2,2,4,3,3,3
1383,1,2,4,2,2,1,1,1,4,1,1,1,1,1,1,1,1,2,3,4,2,4,4
1384,3,1,1,3,1,2,5,2,5,1,2,5,3,3,2,3,2,3,1,2,3,3,5
1385,4,1,3,3,4,4,4,1,4,2,2,3,2,4,2,4,2,2,1,4,4,4,5
1386,2,1,2,4,4,4,4,1,1,1,1,4,4,4,4,2,2,4,4,5,2,4,3
1387,2,2,3,3,3,2,3,4,4,3,3,3,2,4,3,3,4,4,1,5,4,2,3
1388,2,1,3,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,4,3,3,3
1389,3,1,2,3,2,2,4,2,2,2,3,3,2,5,5,5,3,2,1,4,4,3,3
1390,2,2,2,3,3,2,4,1,3,1,2,3,2,3,2,3,2,2,3,3,3,4,3
1391,2,2,4,2,3,1,1,2,3,1,3,1,2,3,1,1,2,1,4,2,2,3,5
1392,2,3,3,2,4,5,5,3,5,2,2,3,4,4,5,4,2,4,3,4,4,3,4
1393,3,2,4,2,2,2,3,3,2,4,2,4,3,3,4,2,3,2,1,4,3,2,4
1394,2,2,3,3,4,2,2,2,3,2,2,3,2,4,2,3,3,3,4,4,2,3,4
1395,3,2,2,5,3,2,4,2,1,3,1,5,4,3,4,4,2,3,2,3,4,4,5
1396,3,2,3,4,2,1,1,3,2,2,4,2,2,2,2,3,2,2,2,4,3,2,4
1397,4,1,2,3,4,2,5,4,3,2,4,4,4,3,3,4,5,4,1,5,4,1,4
1398,1,1,1,3,4,1,5,1,1,1,1,5,1,3,5,5,3,3,1,5,5,1,1
1399,2,1,3,3,1,1,1,2,3,1,2,3,1,3,1,3,1,1,1,3,3,3,3
1400,3,2,2,3,3,1,4,2,4,1,1,2,1,2,3,4,3,2,2,5,1,2,1
1401,1,2,5,2,2,1,2,2,4,3,1,2,2,2,2,2,2,2,3,3,2,4,4
1402,2,1,4,2,3,2,2,2,3,3,2,3,2,2,2,3,2,2,3,3,3,3,4
1403,2,1,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,3
1404,1,2,3,3,2,2,2,2,4,2,2,3,2,2,2,2,2,2,2,3,2,4,4
1405,2,1,1,3,3,2,2,2,4,2,3,4,2,3,3,2,3,3,1,4,3,2,4
1406,3,2,2,3,4,5,5,2,2,3,3,4,4,4,4,3,3,5,2,5,5,2,4
1407,2,4,2,3,2,2,3,2,2,4,2,4,2,2,4,3,2,3,3,4,3,4,4
1408,3,3,2,4,2,2,2,2,3,2,2,3,2,3,2,3,2,2,1,4,3,3,2
1409,2,1,2,2,2,2,2,2,3,4,2,4,3,3,2,3,2,3,4,3,2,4,4
1410,2,3,3,2,2,4,3,5,1,2,3,3,3,3,3,3,3,2,2,2,3,3,3
1411,2,1,2,2,2,1,2,2,4,2,2,2,2,1,2,3,2,1,4,4,2,4,2
1412,2,1,4,4,4,4,4,2,4,2,2,2,2,3,2,2,2,2,2,2,3,2,4
1413,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4
1414,1,2,4,2,4,3,3,2,2,2,2,3,2,2,4,2,2,2,4,2,3,2,4
1415,2,2,4,2,2,1,2,2,4,1,1,2,1,1,2,2,2,1,4,2,2,4,1
1416,2,1,2,5,3,2,4,2,4,2,2,4,3,4,3,3,2,3,2,4,4,2,4
1417,2,1,4,2,2,2,2,1,4,2,1,2,1,2,2,2,1,2,2,3,2,4,4
1418,3,2,3,3,4,1,2,2,2,3,2,3,2,3,2,4,1,1,3,3,4,3,3
1419,3,3,4,2,3,2,2,2,3,1,2,2,2,2,3,3,2,2,2,2,2,3,4
1420,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2
1421,3,1,1,3,3,3,3,2,2,2,3,4,3,3,4,3,3,3,2,3,3,4,3
1422,2,2,4,3,2,2,3,2,3,2,2,3,2,3,3,3,3,2,3,3,2,3,4
1423,2,1,4,2,2,2,2,2,4,2,2,1,1,1,2,2,2,1,3,2,2,4,4
1424,4,1,2,4,3,4,3,2,2,3,2,4,3,3,3,4,2,4,1,5,4,4,4
1425,1,2,2,2,3,1,3,4,5,1,2,3,2,2,3,3,4,2,3,5,4,2,4
1426,4,1,3,4,4,4,4,3,2,4,3,4,4,5,4,4,3,4,1,5,4,3,3
1427,2,1,2,3,3,4,3,3,1,2,3,4,4,4,5,4,2,4,2,5,4,2,4
1428,4,1,2,5,4,2,2,4,1,3,2,4,2,3,3,4,2,3,1,5,3,1,5
1429,2,1,2,2,4,3,3,2,4,3,2,3,2,3,2,3,2,3,2,2,2,4,2
1430,2,2,3,3,3,3,3,2,4,1,2,3,2,2,3,3,3,3,3,3,3,2,5
1431,4,2,3,5,4,1,4,2,1,4,2,4,4,2,2,4,3,3,1,4,4,3,4
1432,2,4,1,4,4,1,2,2,3,2,2,2,1,2,1,4,3,2,1,5,1,3,4
1433,5,1,3,3,4,3,4,2,1,2,3,3,2,4,5,4,2,3,2,2,3,3,4
1434,4,1,2,2,4,3,2,4,3,2,2,3,2,3,2,4,3,2,2,2,4,4,5
1435,2,1,3,4,3,2,3,2,1,1,2,3,2,3,2,2,2,3,3,3,2,4,4
1436,2,1,4,4,3,2,2,1,4,2,1,4,3,4,2,3,2,2,4,5,3,4,4
1437,2,1,4,2,3,1,1,2,5,1,2,3,2,4,3,2,2,2,3,3,2,3,4
1438,3,1,1,4,2,2,2,2,3,3,3,4,2,4,4,4,4,4,4,4,4,3,3
